name,amenity_type,LatLng,lat,lon
JURONG PIONEER JUNIOR COLLEGE,education,"1.38437406410733,103.75437461519",1.38437406410733,103.75437461519
JURONG PRIMARY SCHOOL,education,"1.34843859698946,103.733156566858",1.34843859698946,103.733156566858
JURONG SECONDARY SCHOOL,education,"1.33002032220942,103.723952961648",1.33002032220942,103.723952961648
JURONG WEST PRIMARY SCHOOL,education,"1.33917519796104,103.698803732244",1.33917519796104,103.698803732244
JURONG WEST SECONDARY SCHOOL,education,"1.33525634688323,103.702098904443",1.33525634688323,103.702098904443
JURONGVILLE SECONDARY SCHOOL,education,"1.35128862770284,103.728907710089",1.35128862770284,103.728907710089
JUYING SECONDARY SCHOOL,education,"1.3387227734133,103.687310264575",1.3387227734133,103.687310264575
KEMING PRIMARY SCHOOL,education,"1.34552849960874,103.756449399351",1.34552849960874,103.756449399351
KENT RIDGE SECONDARY SCHOOL,education,"1.30122773426098,103.764889617566",1.30122773426098,103.764889617566
KHENG CHENG SCHOOL,education,"1.3373381935639,103.847148501824",1.3373381935639,103.847148501824
KONG HWA SCHOOL,education,"1.31099674009193,103.888352029067",1.31099674009193,103.888352029067
KRANJI PRIMARY SCHOOL,education,"1.39356050497104,103.747362720939",1.39356050497104,103.747362720939
KRANJI SECONDARY SCHOOL,education,"1.39005109871311,103.741190664845",1.39005109871311,103.741190664845
